Name,Carbon,Height
Carpinus betulus,70.8,6.0
Carpinus betulus,115.2,6.0
Carpinus betulus,45.5,5.0
Carpinus betulus,70.8,5.0
Carpinus betulus,53.2,5.0
Carpinus betulus,91.4,6.0
Carpinus betulus,53.2,4.0
Carpinus betulus,45.5,6.0
Carpinus betulus,17.0,4.5
Carpinus betulus,80.8,4.0
Carpinus betulus,91.4,6.0
Carpinus betulus,331.3,6.0
Carpinus betulus,91.4,5.0
Carpinus betulus,115.2,5.0
Carpinus betulus,102.9,5.0
Carpinus betulus,189.3,6.0
Carpinus betulus,142.3,6.0
Carpinus betulus,172.8,6.0
Carpinus betulus,80.8,5.0
Carpinus betulus,80.8,5.0
Carpinus betulus,70.8,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,70.8,4.0
Carpinus betulus,38.5,5.0
Carpinus betulus,102.9,6.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,53.2,4.0
Carpinus betulus,91.4,5.0
Carpinus betulus,61.7,4.0
Carpinus betulus,61.7,4.0
Carpinus betulus,38.5,3.0
Carpinus betulus,70.8,4.0
Carpinus betulus,38.5,3.0
Carpinus betulus,32.2,4.0
Carpinus betulus,53.2,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,53.2,4.0
Carpinus betulus,38.5,3.0
Carpinus betulus,53.2,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,53.2,4.0
Carpinus betulus,286.0,7.0
Carpinus betulus,38.5,4.0
Carpinus betulus,38.5,4.0
Carpinus betulus,61.7,4.0
Carpinus betulus,61.7,4.0
Carpinus betulus,70.8,4.0
Carpinus betulus,9.9,4.0
Carpinus betulus,61.7,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,32.2,3.0
Carpinus betulus,9.9,5.0
Carpinus betulus,13.2,3.0
Carpinus betulus,32.2,3.0
Carpinus betulus,17.0,3.0
Carpinus betulus,70.8,4.0
Carpinus betulus,53.2,3.0
Carpinus betulus,53.2,3.0
Carpinus betulus,70.8,3.0
Carpinus betulus,53.2,3.0
Carpinus betulus,70.8,4.0
Carpinus betulus,70.8,5.0
Carpinus betulus,80.8,4.0
Carpinus betulus,53.2,4.0
Carpinus betulus,70.8,4.0
Carpinus betulus,61.7,4.0
Carpinus betulus,70.8,3.0
Carpinus betulus,53.2,3.0
Carpinus betulus,53.2,3.0
Carpinus betulus,32.2,3.0
Carpinus betulus,80.8,4.0
Carpinus betulus,91.4,5.0
Carpinus betulus,380.7,8.0
Carpinus betulus,157.1,8.0
Carpinus betulus,26.5,3.0
Carpinus betulus,26.5,3.0
Carpinus betulus,26.5,3.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,128.3,4.0
Carpinus betulus,189.3,5.0
Carpinus betulus,771.6,12.0
Carpinus betulus,406.9,8.0
Carpinus betulus,70.8,5.0
Carpinus betulus,727.6,8.0
Carpinus betulus,727.6,8.0
Carpinus betulus,406.9,6.0
Carpinus betulus,406.9,6.0
Carpinus betulus,619.8,6.0
Carpinus betulus,189.3,10.0
Carpinus betulus,80.8,6.0
Carpinus betulus,115.2,9.0
Carpinus betulus,61.7,8.0
Carpinus betulus,38.5,8.0
Carpinus betulus,115.2,8.0
Carpinus betulus,26.5,8.0
Carpinus betulus,53.2,8.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,189.3,6.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,80.8,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,7.1,3.0
Carpinus betulus,7.1,3.0
Carpinus betulus,7.1,3.0
Carpinus betulus,930.2,10.0
Carpinus betulus,380.7,8.0
Carpinus betulus,380.7,8.0
Carpinus betulus,206.8,8.0
Carpinus betulus,91.4,5.0
Carpinus betulus,91.4,5.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,91.4,4.0
Carpinus betulus,264.8,10.0
Carpinus betulus,81.0,6.2
Carpinus betulus,81.0,6.2
Carpinus betulus,81.0,6.2
Carpinus betulus,81.0,6.2
Carpinus betulus,81.0,6.2
Celtis australis,19.6,6.0
Celtis australis,19.6,6.0
Celtis australis,1075.4,6.0
Celtis australis,15.6,5.5
Celtis australis,19.6,6.5
Celtis australis,26.3,4.5
Celtis australis,21.7,5.0
Celtis australis,21.7,4.5
Celtis australis,17.5,4.5
Celtis australis,17.5,4.0
Celtis australis,15.6,4.0
Celtis australis,15.6,4.0
Celtis australis,15.6,4.0
Celtis australis,15.6,4.0
Celtis australis,13.7,4.0
Celtis australis,86.1,9.0
Celtis australis,64.1,8.0
Celtis australis,64.1,8.0
Celtis australis,17.5,10.0
Celtis australis,17.5,10.0
Celtis australis,28.7,12.0
Celtis australis,308.0,18.0
Celtis australis,28.7,8.0
Celtis australis,28.7,8.0
Celtis australis,28.7,8.0
Celtis australis,17.5,6.0
Celtis australis,39.2,8.0
Celtis australis,26.3,7.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,13.7,6.0
Celtis australis,15.6,6.0
Celtis australis,12.0,6.0
Celtis australis,12.0,6.0
Celtis australis,19.6,6.0
Celtis australis,12.0,6.0
Celtis australis,12.0,6.0
Celtis australis,12.0,6.0
Celtis australis,7.3,5.0
Celtis australis,10.3,5.0
Celtis australis,15.6,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,7.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,6.0
Celtis australis,15.6,5.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,15.6,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,21.7,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,23.9,6.0
Celtis australis,28.7,6.0
Celtis australis,28.7,6.0
Celtis australis,28.7,6.0
Celtis australis,28.7,6.0
Celtis australis,28.7,6.0
Celtis australis,23.9,6.0
Celtis australis,28.7,6.0
Celtis australis,28.7,6.0
Celtis australis,33.8,6.0
Celtis australis,10.3,5.0
Celtis australis,7.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,7.3,4.5
Celtis australis,8.7,5.0
Celtis australis,7.3,5.0
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,13.7,5.0
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,12.0,4.5
Celtis australis,8.7,4.5
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,10.3,5.0
Celtis australis,12.0,6.0
Celtis australis,12.0,4.0
Celtis australis,42.0,8.0
Celtis australis,42.0,8.0
Celtis australis,26.3,8.0
Celtis australis,31.2,8.0
Celtis australis,31.2,8.0
Celtis australis,31.2,8.0
Celtis australis,31.2,8.0
Celtis australis,28.7,8.0
Celtis australis,31.2,8.0
Celtis australis,33.8,8.0
Celtis australis,23.9,8.0
Celtis australis,33.8,8.0
Celtis australis,26.3,8.0
Celtis australis,26.3,8.0
Celtis australis,26.3,8.0
Celtis australis,33.8,8.0
Celtis australis,26.3,8.0
Celtis australis,36.4,8.0
Celtis australis,42.0,8.0
Celtis australis,12.0,6.0
Celtis australis,12.0,6.0
Celtis australis,23.9,8.0
Celtis australis,26.3,8.0
Celtis australis,19.6,7.0
Celtis australis,26.3,8.0
Celtis australis,23.9,7.0
Celtis australis,3.6,4.0
Celtis australis,4.7,4.0
Celtis australis,12.0,5.0
Celtis australis,13.7,5.0
Celtis australis,4.7,4.0
Celtis australis,4.7,4.0
Celtis australis,8.7,5.0
Celtis australis,4.7,4.0
Celtis australis,12.0,5.0
Celtis australis,10.3,5.0
Celtis australis,26.3,6.0
Celtis australis,23.9,6.0
Celtis australis,33.8,8.0
Celtis australis,4.7,4.0
Celtis australis,13.7,6.0
Celtis australis,15.6,6.0
Celtis australis,17.5,5.0
Celtis australis,17.5,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,12.0,4.0
Celtis australis,13.7,4.0
Celtis australis,13.7,4.0
Celtis australis,17.5,4.0
Celtis australis,17.5,5.0
Celtis australis,17.5,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,4.0
Celtis australis,12.0,4.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,12.0,4.0
Celtis australis,15.6,5.0
Celtis australis,12.0,5.0
Celtis australis,15.6,5.0
Celtis australis,15.6,5.0
Celtis australis,12.0,4.5
Celtis australis,13.7,5.0
Celtis australis,15.6,4.0
Celtis australis,13.7,5.0
Celtis australis,13.7,5.0
Celtis australis,10.3,4.5
Celtis australis,13.7,5.0
Celtis australis,10.3,4.5
Celtis australis,15.6,5.0
Celtis australis,13.7,5.0
Celtis australis,13.7,5.0
Celtis australis,13.7,5.0
Celtis australis,1.8,4.0
Celtis australis,21.7,6.0
Celtis australis,33.8,6.0
Celtis australis,36.4,7.0
Celtis australis,74.8,10.0
Celtis australis,51.0,9.0
Celtis australis,51.0,8.0
Celtis australis,54.2,12.0
Celtis australis,67.6,9.0
Celtis australis,51.0,9.0
Celtis australis,28.7,8.0
Celtis australis,42.0,10.0
Celtis australis,42.0,10.0
Celtis australis,54.2,10.0
Celtis australis,47.9,8.0
Celtis australis,42.0,8.0
Celtis australis,23.9,7.0
Celtis australis,33.8,8.0
Celtis australis,33.8,8.0
Celtis australis,19.6,8.0
Celtis australis,28.7,6.0
Celtis australis,137.7,15.0
Celtis australis,119.4,12.5
Celtis australis,119.4,13.0
Celtis australis,115.0,12.0
Celtis australis,119.4,13.0
Celtis australis,23.9,5.0
Celtis australis,19.6,5.0
Celtis australis,15.6,5.0
Celtis australis,17.5,5.0
Celtis australis,12.0,3.5
Celtis australis,13.7,4.0
Celtis australis,308.0,14.0
Celtis australis,188.2,14.0
Celtis australis,245.1,15.0
Celtis australis,215.8,15.0
Celtis australis,341.7,18.0
Celtis australis,115.0,16.0
Celtis australis,115.0,15.0
Celtis australis,188.2,18.0
Celtis australis,74.8,25.0
Celtis australis,188.2,20.0
Celtis australis,42.0,20.0
Celtis australis,147.3,13.0
Celtis australis,26.3,6.0
Celtis australis,28.7,6.0
Celtis australis,15.6,5.0
Celtis australis,44.9,6.0
Celtis australis,210.2,13.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,33.8,8.0
Celtis australis,94.0,13.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,82.2,11.0
Celtis australis,74.8,12.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,33.8,5.5
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,42.0,8.0
Celtis australis,54.2,9.0
Celtis australis,188.2,12.0
Celtis australis,245.1,16.0
Celtis australis,115.0,12.0
Celtis australis,245.1,17.0
Celtis australis,188.2,14.0
Celtis australis,308.0,15.0
Celtis australis,74.8,25.0
Celtis australis,26.3,9.0
Celtis australis,1.1,3.0
Celtis australis,28.7,6.0
Celtis australis,42.0,7.0
Celtis australis,23.9,8.0
Celtis australis,21.7,8.0
Celtis australis,42.0,8.0
Celtis australis,23.9,8.0
Celtis australis,33.8,7.0
Celtis australis,188.2,13.0
Celtis australis,245.1,16.0
Celtis australis,17.5,9.0
Celtis australis,251.1,13.0
Celtis australis,13.7,3.5
Celtis australis,19.6,8.0
Celtis australis,23.9,8.0
Celtis australis,23.9,8.0
Celtis australis,17.5,8.0
Celtis australis,33.8,8.0
Celtis australis,33.8,8.0
Celtis australis,54.2,8.5
Celtis australis,33.8,10.0
Celtis australis,451.4,14.0
Celtis australis,376.9,12.0
Celtis australis,98.0,12.0
Celtis australis,98.0,12.0
Celtis australis,94.0,12.0
Celtis australis,245.1,17.0
Celtis australis,245.1,12.0
Celtis australis,341.7,18.0
Celtis australis,341.7,15.0
Celtis australis,341.7,9.0
Celtis australis,245.1,18.0
Celtis australis,341.7,17.0
Celtis australis,308.0,9.0
Celtis australis,215.8,9.0
Celtis australis,94.0,11.0
Celtis australis,28.7,15.0
Celtis australis,57.4,10.0
Celtis australis,17.5,12.0
Celtis australis,42.0,10.0
Celtis australis,42.0,10.0
Celtis australis,47.9,12.0
Celtis australis,57.4,20.0
Celtis australis,17.5,7.0
Celtis australis,54.2,10.0
Celtis australis,74.8,8.0
Celtis australis,147.3,14.0
Celtis australis,115.0,12.5
Celtis australis,51.0,10.0
Celtis australis,103.6,13.0
Celtis australis,1.1,9.0
Celtis australis,51.0,20.0
Celtis australis,42.0,9.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,128.4,13.0
Celtis australis,17.5,4.5
Celtis australis,23.9,6.0
Celtis australis,19.6,6.0
Celtis australis,28.7,7.0
Celtis australis,51.0,8.0
Celtis australis,44.9,6.0
Celtis australis,157.1,15.0
Celtis australis,172.4,14.0
Celtis australis,147.3,20.0
Celtis australis,137.7,15.0
Celtis australis,147.3,15.0
Celtis australis,137.7,15.0
Celtis australis,142.5,13.0
Celtis australis,157.1,13.0
Celtis australis,137.7,15.0
Celtis australis,177.6,13.0
Celtis australis,172.4,15.0
Celtis australis,177.6,13.0
Celtis australis,172.4,14.0
Celtis australis,188.2,15.0
Celtis australis,204.6,15.0
Celtis australis,167.2,13.0
Celtis australis,137.7,13.0
Celtis australis,167.2,14.0
Celtis australis,167.2,15.0
Celtis australis,142.5,14.0
Celtis australis,162.1,14.0
Celtis australis,57.6,8.3
Celtis australis,152.2,14.0
Celtis australis,162.1,13.0
Celtis australis,167.2,15.0
Celtis australis,167.2,14.0
Celtis australis,188.2,14.0
Celtis australis,167.2,14.0
Celtis australis,188.2,14.0
Celtis australis,233.2,15.0
Celtis australis,233.2,14.0
Celtis australis,193.6,14.0
Celtis australis,167.2,13.0
Celtis australis,57.6,8.3
Celtis australis,199.1,14.0
Celtis australis,57.6,8.3
Celtis australis,215.8,13.0
Celtis australis,199.1,13.0
Celtis australis,137.7,14.0
Celtis australis,4.7,3.5
Celtis australis,162.1,13.0
Celtis australis,215.8,14.0
Celtis australis,64.1,11.0
Celtis australis,39.2,11.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,57.4,15.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,51.0,14.0
Celtis australis,4.7,3.5
Celtis australis,110.6,12.0
Celtis australis,110.6,12.0
Celtis australis,47.9,6.0
Celtis australis,102.2,12.0
Celtis australis,119.4,12.0
Celtis australis,188.2,14.0
Celtis australis,90.0,13.0
Celtis australis,102.2,12.0
Celtis australis,162.1,13.0
Celtis australis,147.3,13.0
Celtis australis,44.9,7.0
Celtis australis,64.1,11.5
Celtis australis,42.0,6.0
Celtis australis,157.1,13.0
Celtis australis,137.7,13.0
Celtis australis,115.0,15.0
Celtis australis,128.4,13.0
Celtis australis,128.4,19.0
Celtis australis,137.7,12.0
Celtis australis,137.7,12.0
Celtis australis,147.3,12.0
Celtis australis,123.9,12.0
Celtis australis,137.7,12.0
Celtis australis,147.3,12.0
Celtis australis,137.7,12.0
Celtis australis,137.7,12.0
Celtis australis,128.4,14.0
Celtis australis,133.0,18.0
Celtis australis,152.2,15.0
Celtis australis,177.6,15.0
Celtis australis,162.1,13.0
Celtis australis,147.3,13.0
Celtis australis,137.7,15.0
Celtis australis,152.2,20.0
Celtis australis,26.3,8.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,137.7,15.0
Celtis australis,33.8,6.0
Celtis australis,137.7,15.0
Celtis australis,26.3,6.0
Celtis australis,15.6,4.5
Celtis australis,23.9,4.5
Celtis australis,19.6,4.5
Celtis australis,19.6,4.5
Celtis australis,19.6,4.5
Celtis australis,28.7,6.0
Celtis australis,42.0,6.0
Celtis australis,26.3,6.0
Celtis australis,19.6,5.0
Celtis australis,19.6,5.0
Celtis australis,19.6,5.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,23.9,6.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,26.3,6.0
Celtis australis,26.3,6.0
Celtis australis,17.5,5.0
Celtis australis,15.6,4.5
Celtis australis,21.7,5.5
Celtis australis,17.5,6.0
Celtis australis,57.6,8.3
Celtis australis,42.0,10.0
Celtis australis,90.0,11.0
Celtis australis,94.0,12.5
Celtis australis,90.0,13.0
Celtis australis,137.7,15.0
Celtis australis,71.1,11.0
Celtis australis,42.0,10.0
Celtis australis,26.3,9.0
Celtis australis,94.0,11.0
Celtis australis,128.4,12.0
Celtis australis,28.7,6.0
Celtis australis,7.3,5.0
Celtis australis,13.7,7.5
Celtis australis,15.6,7.5
Celtis australis,51.0,12.0
Celtis australis,67.6,14.0
Celtis australis,115.0,15.0
Celtis australis,94.0,13.0
Celtis australis,57.6,8.3
Celtis australis,128.4,13.0
Celtis australis,21.7,11.0
Celtis australis,19.6,11.0
Celtis australis,23.9,11.0
Celtis australis,39.2,11.0
Celtis australis,42.0,11.0
Celtis australis,57.6,8.3
Celtis australis,57.6,8.3
Celtis australis,115.0,10.0
Celtis australis,86.1,10.0
Celtis australis,33.8,8.0
Celtis australis,47.9,9.0
Celtis australis,54.2,10.0
Celtis australis,162.1,11.0
Celtis australis,64.1,11.0
Celtis australis,74.8,10.0
Celtis australis,86.1,10.0
Celtis australis,86.1,10.0
Celtis australis,51.0,10.0
Celtis australis,71.1,10.0
Celtis australis,102.2,12.0
Celtis australis,177.6,12.0
Celtis australis,157.1,12.0
Celtis australis,42.0,8.0
Celtis australis,133.0,12.0
Celtis australis,10.3,4.0
Celtis australis,64.1,10.0
Celtis australis,42.0,14.0
Celtis australis,54.2,14.0
Celtis australis,33.8,8.5
Celtis australis,71.1,11.0
Celtis australis,5.1,5.0
Celtis australis,42.0,6.0
Celtis australis,177.6,14.0
Celtis australis,177.6,18.0
Celtis australis,188.2,16.0
Celtis australis,162.1,16.0
Celtis australis,188.2,15.0
Celtis australis,28.7,7.0
Celtis australis,33.8,5.0
Celtis australis,6.0,4.0
Celtis australis,33.8,7.0
Celtis australis,33.8,7.0
Celtis australis,42.0,7.0
Celtis australis,28.7,6.0
Celtis australis,12.0,6.0
Celtis australis,33.8,7.0
Celtis australis,39.2,7.0
Celtis australis,3.6,4.0
Celtis australis,33.8,6.0
Celtis australis,33.8,6.0
Celtis australis,42.0,6.0
Celtis australis,33.8,6.0
Celtis australis,3.6,4.0
Celtis australis,57.4,7.0
Celtis australis,57.4,8.0
Celtis australis,28.7,6.0
Celtis australis,3.6,4.0
Celtis australis,8.7,4.0
Celtis australis,33.8,8.0
Celtis australis,23.9,7.0
Celtis australis,39.2,12.0
Celtis australis,33.8,6.0
Celtis australis,23.9,8.0
Celtis australis,23.9,7.0
Celtis australis,23.9,7.0
Celtis australis,23.9,7.0
Celtis australis,28.7,8.0
Celtis australis,39.2,7.0
Celtis australis,42.0,7.0
Celtis australis,39.2,7.0
Celtis australis,74.8,8.0
Celtis australis,64.1,6.0
Celtis australis,19.6,4.0
Celtis australis,42.0,8.0
Celtis australis,28.7,4.0
Celtis australis,6.0,3.0
Celtis australis,57.4,8.0
Celtis australis,28.7,6.0
Celtis australis,8.7,5.0
Celtis australis,3.6,4.0
Celtis australis,33.8,7.0
Celtis australis,57.4,6.0
Celtis australis,3.6,4.0
Celtis australis,57.4,7.0
Celtis australis,42.0,7.0
Celtis australis,28.7,8.0
Celtis australis,28.7,6.0
Celtis australis,28.7,7.0
Celtis australis,28.7,7.0
Celtis australis,42.0,9.0
Celtis australis,33.8,8.0
Celtis australis,23.9,6.0
Celtis australis,57.4,8.0
Celtis australis,57.4,10.0
Celtis australis,42.0,8.0
Celtis australis,94.0,8.0
Celtis australis,64.1,10.0
Celtis australis,57.4,10.0
Celtis australis,74.8,10.0
Celtis australis,3.6,3.0
Celtis australis,57.4,8.0
Celtis australis,74.8,10.0
Celtis australis,28.7,8.0
Celtis australis,33.8,8.0
Celtis australis,42.0,8.0
Celtis australis,42.0,10.0
Celtis australis,42.0,10.0
Celtis australis,57.4,10.0
Celtis australis,57.4,10.0
Celtis australis,42.0,10.0
Celtis australis,42.0,10.0
Celtis australis,28.7,7.0
Celtis australis,74.8,13.0
Celtis australis,110.6,15.0
Celtis australis,157.1,16.0
Celtis australis,177.6,17.0
Celtis australis,94.0,16.0
Celtis australis,188.2,17.0
Celtis australis,115.0,16.0
Celtis australis,123.9,14.0
Celtis australis,123.9,14.0
Celtis australis,3.6,2.0
Celtis australis,167.2,17.0
Celtis australis,21.7,7.0
Celtis australis,94.0,12.0
Celtis australis,64.1,8.0
Celtis australis,54.2,9.0
Celtis australis,67.6,11.0
Celtis australis,23.9,8.5
Celtis australis,39.2,10.0
Celtis australis,86.1,11.0
Celtis australis,86.1,11.0
Celtis australis,71.1,10.0
Celtis australis,102.2,11.0
Celtis australis,102.2,11.0
Celtis australis,71.1,10.0
Celtis australis,102.2,10.5
Celtis australis,12.0,6.0
Celtis australis,12.0,6.0
Celtis australis,7.3,5.0
Celtis australis,7.3,4.0
Celtis australis,82.2,12.0
Celtis australis,86.1,9.0
Celtis australis,54.2,9.0
Celtis australis,44.9,9.0
Celtis australis,42.0,9.0
Celtis australis,67.6,9.0
Celtis australis,44.9,9.0
Celtis australis,23.9,6.0
Celtis australis,90.0,9.0
Celtis australis,47.9,9.0
Celtis australis,33.8,6.0
Celtis australis,44.9,9.0
Celtis australis,33.8,9.0
Celtis australis,71.1,9.0
Celtis australis,33.8,9.0
Celtis australis,51.0,9.0
Celtis australis,39.2,9.0
Celtis australis,67.6,9.0
Celtis australis,64.1,9.0
Celtis australis,90.0,9.0
Celtis australis,64.1,9.0
Celtis australis,33.8,7.0
Celtis australis,31.2,7.0
Celtis australis,90.0,9.0
Celtis australis,47.9,9.0
Celtis australis,74.8,9.0
Celtis australis,54.2,9.0
Celtis australis,39.2,7.0
Celtis australis,64.1,9.0
Celtis australis,33.8,7.0
Celtis australis,54.2,9.0
Celtis australis,44.9,9.0
Celtis australis,54.2,9.0
Celtis australis,67.6,9.0
Celtis australis,64.1,9.0
Celtis australis,51.0,9.0
Celtis australis,51.0,9.0
Celtis australis,78.5,9.0
Celtis australis,47.9,9.0
Celtis australis,64.1,9.0
Celtis australis,60.7,9.0
Celtis australis,39.2,6.0
Celtis australis,39.2,6.0
Celtis australis,26.3,5.0
Celtis australis,71.1,9.0
Celtis australis,67.6,9.0
Celtis australis,51.0,9.0
Celtis australis,39.2,7.0
Celtis australis,39.2,7.0
Celtis australis,54.2,9.0
Celtis australis,54.2,9.0
Celtis australis,47.9,9.0
Celtis australis,71.1,9.0
Celtis australis,64.1,9.0
Celtis australis,60.7,9.0
Celtis australis,67.6,9.0
Celtis australis,86.1,9.0
